,Unnamed: 0,Position,Track.Name,Artist,Streams,URL,Date,Region,Danceability,Duration,Instrumentalness,Speechiness,Tempo
1466,773089,67,Moves,Big Sean,239475,0Fv5N0cHBsl4bzCbollCAS,2017-01-08,us,0.812,142907.0,0.0,0.257,75.524
1467,773090,68,Low Life,Future,237935,7EiZI6JVHllARrX9PUvAdX,2017-01-08,us,0.722,313547.0,0.283,0.0725,143.974
1468,773091,69,Treat You Better,Shawn Mendes,236951,4Hf7WnR761jpxPr5D46Bcd,2017-01-08,us,0.624,187973.0,0.0,0.246,166.018
1469,773092,70,Immortal,J. Cole,235837,6AGON2BGdPmPMJGiiNuuwl,2017-01-08,us,0.744,201667.0,2.73e-06,0.309,92.039
1470,773093,71,Water,Ugly God,235526,6HEIBHUirx1J0JkUD24szt,2017-01-08,us,0.8,139674.0,0.000111,0.407,140.051
1471,773094,72,Both (feat. Drake),Gucci Mane,235485,5tFep7dXGd7vEJ668wTPux,2017-01-08,us,0.85,190312.0,0.000118,0.225,139.976
1472,773095,73,Selfish,PnB Rock,233331,2xbI8Vmyv3TkpTdywpPyNw,2017-01-08,us,0.638,245604.0,0.0,0.0438,101.981
1473,773096,74,Ride,Twenty One Pilots,226233,2Z8WuEywRWYTKe1NybPQEW,2017-01-08,us,0.645,214507.0,0.0,0.0393,74.989
1474,773097,75,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,223801,1lItf5ZXJc1by9SbPeljFd,2017-01-08,us,0.807,144244.0,0.0,0.275,160.517
1475,773098,76,Reminder,The Weeknd,220405,37F0uwRSrdzkBiuj0D5UHI,2017-01-08,us,0.705,218880.0,0.0,0.192,160.043
1476,773099,77,Don't,Bryson Tiller,220389,3pXF1nA74528Edde4of9CC,2017-01-08,us,0.765,198293.0,0.0,0.196,97.001
1477,773100,78,Erase Your Social,Lil Uzi Vert,217056,4uhvMW7ly7tJil31YYscAN,2017-01-08,us,0.705,199993.0,0.0,0.0729,140.058
1478,773101,79,Jumpman,Drake,217020,27GmP9AWRs744SzKcpJsTZ,2017-01-08,us,0.852,205879.0,0.0,0.187,142.072
1479,773102,80,Sunset Lover,Petit Biscuit,216833,0hNduWmlWmEmuwEFcYvRu1,2017-01-08,us,0.783,237793.0,0.809,0.0503,90.838
1480,773103,81,Exchange,Bryson Tiller,216713,43PuMrRfbyyuz4QpZ3oAwN,2017-01-08,us,0.53,194613.0,0.0,0.185,160.14
1481,773104,82,Come and See Me (feat. Drake),PARTYNEXTDOOR,216082,1wZqJM5FGDEl3FjHDxDyQd,2017-01-08,us,0.717,235477.0,2.43e-06,0.0636,84.987
1482,773105,83,White Iverson,Post Malone,214078,6eT7xZZlB2mwyzJ2sUKG6w,2017-01-08,us,0.675,256533.0,0.0,0.0352,130.098
1483,773106,84,Photograph,Ed Sheeran,212828,6fxVffaTuwjgEk5h9QyRjy,2017-01-08,us,0.614,258987.0,0.000464,0.0476,107.989
1484,773107,85,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,211502,2wDjpPW3HZdA9quPPmZAMu,2017-01-08,us,0.42,215670.0,0.0,0.22,156.104
1485,773108,86,"i hate u, i love u (feat. olivia o'brien)",gnash,211459,7vRriwrloYVaoAe3a9wJHe,2017-01-08,us,0.492,251034.0,0.0,0.3,92.6
1486,773109,87,Die For You,The Weeknd,209722,2LBqCSwhJGcFQeTHMVGwy3,2017-01-08,us,0.586,260253.0,0.0,0.0615,133.629
1487,773110,88,Water Under the Bridge,Adele,208511,4vb4mFvYsr2h6enhjJsq9Y,2017-01-08,us,0.596,240427.0,1.54e-05,0.0704,94.982
1488,773111,89,The Mack,Nevada,208294,7aV2mflaASUmGhCErm7kBO,2017-01-08,us,0.707,167038.0,0.0,0.0602,106.031
1489,773112,90,Congratulations,Post Malone,208237,3a1lNhkSLSkpJE4MSHpDu9,2017-01-08,us,0.63,220293.0,0.0,0.0363,123.146
1490,773113,91,One Night,Lil Yachty,206470,40yJGQyEaBbIkXpwMFkXip,2017-01-08,us,0.764,243270.0,0.0,0.114,129.974
1491,773114,92,No Flockin,Kodak Black,204469,34oWbFBfGEElvgO0a5c9V4,2017-01-08,us,0.943,165291.0,0.0,0.191,117.532
1492,773115,93,Work,Rihanna,204403,14WWzenpaEgQZlqPq2nk4v,2017-01-08,us,0.725,219320.0,0.0,0.0946,91.974
1493,773116,94,Too Much Sauce,DJ Esco,202499,5oyUurs28XRagLa8lgm6V3,2017-01-08,us,0.96,223093.0,0.0,0.0786,121.01
1494,773117,95,Light,San Holo,199985,7zTx8ePYAmPFQuxP3xlXZn,2017-01-08,us,0.57,239853.0,2.49e-06,0.0573,150.088
1495,773118,96,Gassed Up,Nebu Kiniza,199569,6JjEVlMkfHWMeYavkEYzNO,2017-01-08,us,0.798,193911.0,0.0,0.135,148.88
1496,773119,97,Setting Fires,The Chainsmokers,194037,0B8B8cVRFIG1yznoQe7c9s,2017-01-08,us,0.627,247427.0,0.0,0.0376,105.05
1497,773120,98,Thinking Out Loud,Ed Sheeran,193348,1Slwb6dOYkBlWal1PGtnNg,2017-01-08,us,0.781,281560.0,0.0,0.0295,78.998
1498,773121,99,Stressed Out,Twenty One Pilots,192233,3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-08,us,0.734,202333.0,2.29e-05,0.141,169.977
1499,773122,100,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,192102,6JV2JOEocMgcZxYSZelKcc,2017-01-08,us,0.667,236002.0,0.0,0.0749,113.03
1500,773123,101,Work from Home,Fifth Harmony,190871,4tCtwWceOPWzenK2HAIJSb,2017-01-08,us,0.803,214480.0,3.94e-06,0.0432,105.017
1501,773124,102,Litty (feat. Tory Lanez),Meek Mill,186659,5J5PXmMdQ2nh1lZOal8KmK,2017-01-08,us,0.592,280615.0,0.0,0.0858,129.501
1502,773125,103,I Would Like,Zara Larsson,185291,4Q4jmPHwu0wrJvqrld0FQ6,2017-01-08,us,0.486,226720.0,0.0,0.0524,121.028
1503,773126,104,Deja Vu,Post Malone,182707,0H8XeaJunhvpBdBFIYi6Sh,2017-01-08,us,0.62,234213.0,0.0,0.0493,133.935
1504,773127,105,I Got You,Bebe Rexha,182690,1FUViuNSldssMIawrOXF2i,2017-01-08,us,0.609,191812.0,4.76e-06,0.0507,97.99
1505,773128,106,"Me, Myself & I",G-Eazy,182182,40YcuQysJ0KlGQTeGUosTC,2017-01-08,us,0.757,251467.0,0.0,0.0955,111.996
1506,773129,107,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,181021,17Fd6Yb7mSbinKG8LoWfFl,2017-01-08,us,0.663,197933.0,7.68e-06,0.112,101.965
1507,773130,108,Lot to Learn,Luke Christopher,180426,3TRFq09DUgYj1mug6RRqJW,2017-01-08,us,0.405,248337.0,0.0,0.195,82.232
1508,773131,109,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,178149,68EMU2RD1ECNeOeJ5qAXCV,2017-01-08,us,0.728,217707.0,0.0,0.134,100.017
1509,773132,110,Lighthouse - Andrelli Remix,Hearts & Colors,176968,04CttTezSnv71USiiG9mIo,2017-01-08,us,0.595,218447.0,0.0,0.0362,96.053
1510,773133,111,This Town,Niall Horan,176276,5nA67Y0XX9JipZwYxX7Gl7,2017-01-08,us,0.687,232600.0,0.0,0.0311,111.861
1511,773134,112,Cheap Thrills,Sia,176257,27SdWb2rFzO6GWiYDBTD9j,2017-01-08,us,0.628,211667.0,0.00143,0.105,89.976
1512,773135,113,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,176129,40UroIGvsMPLPBYwH8rMNA,2017-01-08,us,0.779,177095.0,1.12e-05,0.0814,104.953
1513,773136,114,That's What I Like,Bruno Mars,175131,0KKkJNfGyhkQ5aFogxQAPU,2017-01-08,us,0.853,206693.0,0.0,0.0406,134.066
1514,773137,115,Shed a Light,Robin Schulz,174631,1cG0umU5TKStygKsPFZ9pY,2017-01-08,us,0.483,191379.0,0.0,0.102,122.058
1515,773138,116,Into You,Ariana Grande,174396,7yHEDfrJNd0zWOfXwydNH0,2017-01-08,us,0.636,244453.0,1.12e-06,0.106,107.988
1516,773139,117,Father Stretch My Hands Pt. 1,Kanye West,174083,4KW1lqgSr8TKrvBII0Brf8,2017-01-08,us,0.724,135920.0,0.0,0.0549,113.088
1517,773140,118,Not Going Home,DVBBS,173783,042x9bsUBWW2fJgJ6fUh61,2017-01-08,us,0.713,196307.0,2.23e-05,0.152,108.992
1518,773141,119,True Colors,The Weeknd,170917,6i759FCuKx713ZnYjtpQGU,2017-01-08,us,0.616,206027.0,0.0,0.251,76.676
1519,773142,120,The Hills,The Weeknd,168984,25khomWgBVamSdKw7hzm3l,2017-01-08,us,0.356,242253.0,0.0,0.0798,135.553
1520,773143,121,By Your Side,Jonas Blue,168025,1D3ODoXHBLpdxolZRHWV1j,2017-01-08,us,0.696,201254.0,0.0,0.0331,122.978
1521,773144,122,Solo Dance,Martin Jensen,167988,6HUnnBwYZqcED1eQztxMBN,2017-01-08,us,0.744,174933.0,0.0,0.0507,114.965
1522,773145,123,This Is What You Came For,Calvin Harris,166891,0azC730Exh71aQlOt9Zj3y,2017-01-08,us,0.63,222160.0,0.124,0.0331,123.963
1523,773146,124,Pop Style,Drake,165458,1WRy5l3TwrwlzNmB5bOeKw,2017-01-08,us,0.724,212947.0,2.41e-06,0.127,133.051
1524,773147,125,All Time Low,Jon Bellion,164997,5wQRNkb7OhzJoT1P0OZ4Rw,2017-01-08,us,0.672,221333.0,0.0,0.264,90.082
1525,773148,126,Change,J. Cole,164186,3pjUyVbFmM96tYhSaKJwTt,2017-01-08,us,0.74,331480.0,0.00142,0.233,97.063
1526,773149,127,What They Want,Russ,164123,3pndPhlQWjuSoXhcIIdBjv,2017-01-08,us,0.71,165853.0,0.0,0.379,139.553
1527,773150,128,Gold,Kiiara,163868,6WhzFzROw3aq3rPWjgYlxr,2017-01-08,us,0.6,225882.0,0.0025,0.344,113.049
1528,773151,129,Party,Chris Brown,162211,05Z7jet4VDNVgNQWcYHnrk,2017-01-08,us,0.762,220813.0,0.0,0.0829,142.096
1529,773152,130,Let Me Explain,Bryson Tiller,160467,1trZGMI2CGyVT44STkpCoN,2017-01-08,us,0.809,223969.0,0.0,0.15,120.065
1530,773153,131,Secrets,The Weeknd,160344,3DX4Y0egvc0slLcLl31h2p,2017-01-08,us,0.665,265600.0,9.6e-06,0.0533,109.948
1531,773154,132,Still Here,Drake,160104,433P7tDcIAi6NLnf4Sh6tI,2017-01-08,us,0.833,189853.0,0.0,0.194,133.938
1532,773155,133,Timeless (DJ SPINKING),A Boogie Wit da Hoodie,159859,0q5DrtpnnGpOvBy5nnPMbe,2017-01-08,us,0.569,184000.0,6.71e-06,0.475,180.122
1533,773156,134,The A Team,Ed Sheeran,158929,1VdZ0vKfR5jneCmWIUAMxK,2017-01-08,us,0.642,258373.0,0.0,0.0367,84.996
1534,773157,135,Good Drank,2 Chainz,156929,39pS70eeDvyCAF3t8NAlVV,2017-01-08,us,0.836,222707.0,0.0,0.239,130.033
1535,773158,136,Never Be Like You,Flume,156700,12REd1n8PeiHHWOh066tpr,2017-01-08,us,0.494,233337.0,0.0,0.0565,119.247
1536,773159,137,My Shit,A Boogie Wit da Hoodie,156496,5uQOauh47VFt3B2kV9kRXw,2017-01-08,us,0.812,128157.0,0.0,0.0515,77.998
1537,773160,138,Living Single,Big Sean,156278,36xxq7VDZZsGwARsn6Clo7,2017-01-08,us,0.714,276347.0,0.0,0.296,80.109
1538,773161,139,Wyclef Jean,Young Thug,154655,55OdqrG8WLmsYyY1jijD9b,2017-01-08,us,0.863,236293.0,0.0,0.239,132.054
1539,773162,140,Tiimmy Turner,Desiigner,153949,3NJG6vMH1ZsectZkocMEm0,2017-01-08,us,0.602,239853.0,0.0,0.0393,122.803
1540,773163,141,Cake,Flo Rida,153640,6t2ubAB4iSYOuIpRAOGd4t,2017-01-08,us,0.786,157165.0,1.63e-06,0.0523,105.078
1541,773164,142,Rockin’,The Weeknd,153092,36YCdzT57us0LhDmCYtrNE,2017-01-08,us,0.737,232880.0,0.0,0.206,112.877
1542,773165,143,Roses,The Chainsmokers,152822,6O6M7pJLABmfBRoGZMu76Y,2017-01-08,us,0.716,225800.0,0.00413,0.0466,100.033
1543,773166,144,Love Yourself,Justin Bieber,151012,3hB5DgAiMAQ4DzYbsMq1IT,2017-01-08,us,0.609,233720.0,0.0,0.438,100.418
1544,773167,145,Go Flex,Post Malone,150914,5yuShbu70mtHXY0yLzCQLQ,2017-01-08,us,0.665,179613.0,0.0,0.0831,81.967
1545,773168,146,Black Barbies,Nicki Minaj,149890,3y9cCbnBn0zjkJa2YkOj70,2017-01-08,us,0.809,254080.0,7.24e-05,0.0869,146.024
1546,773169,147,Hotline Bling,Drake,148882,2FBUoWkIuQXwayw2RNo5l6,2017-01-08,us,0.903,267067.0,0.000119,0.0587,134.96
1547,773170,148,oui,Jeremih,148599,0PJIbOdMs3bd5AT8liULMQ,2017-01-08,us,0.418,238320.0,0.0,0.0964,78.521
1548,773171,149,Location,Khalid,146260,152lZdxL1OR0ZMW6KquMif,2017-01-08,us,0.736,219080.0,0.000162,0.425,80.126
1549,773172,150,Famous,Kanye West,146156,19a3JfW8BQwqHWUMbcqSx8,2017-01-08,us,0.465,196040.0,0.0,0.117,173.935
1550,773173,151,No Type,Rae Sremmurd,146030,4scpF6J5uMBvoh6sFB7EL1,2017-01-08,us,0.891,200080.0,3.78e-06,0.159,125.01
1551,773174,152,Hear Me Now,Alok,145112,1a5Yu5L18qNxVhXx38njON,2017-01-08,us,0.788,192846.0,0.00261,0.0419,121.996
1552,773175,153,Capsize,FRENSHIP,144937,2XMTqoHHSH0lvuXrvIEdco,2017-01-08,us,0.683,237707.0,0.155,0.0305,92.991
1553,773176,154,Blue Ain't Your Color,Keith Urban,144156,6ZOPiKQeibCn7fP8dncucL,2017-01-08,us,0.69,230600.0,1.37e-06,0.0335,82.45
1554,773177,155,7 Years,Lukas Graham,142914,7129iqBafaphfc3WPCGC0L,2017-01-08,us,0.742,237300.0,0.0,0.0551,119.951
1555,773178,156,You & Me,Marc E. Bassy,142911,4QdovcM8j50QPlyR7tH4xe,2017-01-08,us,0.693,218480.0,0.0,0.192,85.026
1556,773179,157,How Far I'll Go,Auli'i Cravalho,142456,6mb6lVLNrcUgLnEN8QnDJd,2017-01-08,us,0.571,163387.0,0.0,0.0499,83.72
1557,773180,158,The Greatest,Sia,142410,7xHWNBFm6ObGEQPaUxHuKO,2017-01-08,us,0.668,210227.0,0.000479,0.266,191.944
1558,773181,159,My Way,Calvin Harris,141849,1vvNmPOiUuyCbgWmtc6yfm,2017-01-08,us,0.819,219160.0,3.72e-05,0.0427,119.989
1559,773182,160,Sorry,Justin Bieber,141661,69bp2EbF7Q2rqc5N3ylezZ,2017-01-08,us,0.654,200787.0,0.0,0.045,99.945
1560,773183,161,Somebody Else,VÉRITÉ,140708,34i4yxPrHWquuR4kjiivFO,2017-01-08,us,0.674,233077.0,0.000529,0.0582,116.995
1561,773184,162,'Till I Collapse,Eminem,140551,6yr8GiTHWvFfi4o6Q5ebdT,2017-01-08,us,0.551,297893.0,0.0,0.197,171.411
1562,773185,163,It's Gotta Be You,Isaiah,139278,6cAKeFFYW2aClZSUyvqAEW,2017-01-08,us,0.433,193447.0,0.0,0.0377,95.472
1563,773186,164,Send My Love (To Your New Lover),Adele,138746,4BHzQ9C00ceJxfG16AlNWb,2017-01-08,us,0.69,223080.0,3.16e-06,0.103,164.023
1564,773187,165,Lose Yourself - Soundtrack Version,Eminem,138461,5Z01UMMf7V1o0MzF86s6WJ,2017-01-08,us,0.692,326467.0,0.000423,0.257,171.374
1565,773188,166,Say It (feat. Tove Lo),Flume,138134,4sQMalN597HdggTu196aL0,2017-01-08,us,0.598,262521.0,3.22e-06,0.0295,74.963
1566,773189,167,She's Mine Pt. 1,J. Cole,137394,0HtOJj7Kl74s1Ngf3MWeif,2017-01-08,us,0.439,209080.0,0.0913,0.0587,139.652
1567,773190,168,Do What I Want,Lil Uzi Vert,137364,4IWGnyOHDrVZEtPWfs4s7q,2017-01-08,us,0.681,175203.0,0.0,0.0767,139.952
1568,773191,169,Crazy Brazy,A$AP Mob,136983,59e7E2LMPZ2bhW5G6aCwX8,2017-01-08,us,0.755,188853.0,0.0,0.312,143.083
1569,773192,170,History,Olivia Holt,136028,0WCEaydwN65cvwaW8aqptF,2017-01-08,us,0.76,203992.0,0.0,0.0582,100.977
1570,773193,171,Wake Up Where You Are,State of Sound,135627,2s76aKBWKShlwPC4xTtEEE,2017-01-08,us,0.706,207307.0,0.000626,0.0337,113.956
1571,773194,172,Uber Everywhere,MadeinTYO,135426,7zBPzAjKAqQpcv8F8GCq5s,2017-01-08,us,0.779,153429.0,0.0,0.28,140.181
1572,773195,173,Ophelia,The Lumineers,135308,7bTwYGhBdSQ8vuXc76Xint,2017-01-08,us,0.667,160097.0,0.000231,0.0286,76.241
1573,773196,174,Dynamite (feat. Pretty Sister),Nause,134749,2Ae5awwKvQpTBKQHr1TYCg,2017-01-08,us,0.811,195429.0,2.09e-05,0.0802,105.055
1574,773197,175,False Alarm,The Weeknd,134537,32lgtADX2cB9I4KFs1Y1py,2017-01-08,us,0.518,220307.0,3.62e-05,0.0744,173.998
1575,773198,176,Oh Lord,MiC LOWRY,133378,1sTUEdVO85YU8Ymk2jeAls,2017-01-08,us,0.273,214745.0,0.0,0.0675,95.902
1576,773199,177,4 Your Eyez Only,J. Cole,132909,1vvnYpYEMVB4aq9I6tHIEB,2017-01-08,us,0.701,530253.0,6.31e-05,0.364,78.863
1577,773200,178,All I Know,The Weeknd,132665,0NWqNXBJTpXbkI5rPWNy3p,2017-01-08,us,0.469,321027.0,0.000189,0.0704,120.012
1578,773201,179,Ville Mentality,J. Cole,132575,2z3joGXrdGL2iEjIKQTiN1,2017-01-08,us,0.87,194347.0,0.00013,0.0684,119.91
1579,773202,180,For Whom The Bell Tolls,J. Cole,132216,3MWlVSkoLS1e66nlZ2tuWJ,2017-01-08,us,0.595,127880.0,0.0,0.0366,74.556
1580,773203,181,Juke Jam (feat. Justin Bieber & Towkio),Chance The Rapper,131540,3eze1OsZ1rqeXkKStNfTmi,2017-01-08,us,0.505,219683.0,0.0,0.324,95.063
1581,773204,182,Wet Dreamz,J. Cole,131317,6Ius4TC0L3cN74HT7ENE6e,2017-01-08,us,0.504,239320.0,0.0,0.364,175.483
1582,773205,183,Rap God,Eminem,131083,6sDQ4uiWw9OdVrCXFLSlZt,2017-01-08,us,0.712,363521.0,0.0,0.313,148.138
1583,773206,184,The Other,Lauv,131046,1lntL1cI2UIWlxjL5QiN8g,2017-01-08,us,0.38,189333.0,2.63e-06,0.0653,179.629
1584,773207,185,Skateboard P,MadeinTYO,130919,4qdgv45EPcQqpQ08tF34f8,2017-01-08,us,0.842,179507.0,0.0,0.505,150.933
1585,773208,186,Really Really,Kevin Gates,130438,10I3CmmwT0BkOVhduDy53o,2017-01-08,us,0.762,232093.0,0.0,0.0916,118.97
1586,773209,187,Childs Play,Drake,130223,3NxAG2ni1lLa8RKL6a0INc,2017-01-08,us,0.745,241400.0,1.12e-05,0.0955,80.006
1587,773210,188,Feel Me,Tyga,130072,2Cth0v1xri32oZ799rL3rl,2017-01-08,us,0.442,199957.0,0.0,0.262,87.692
1588,773211,189,Castro,Yo Gotti,130007,0rHJxNaQRMGK6Y4TUx3xRO,2017-01-08,us,0.79,219947.0,0.0,0.368,146.077
1589,773212,190,Taped Up Heart (feat. Clara Mae),KREAM,129854,26hcyzSE154xMZCbFdtInA,2017-01-08,us,0.675,218507.0,0.0,0.0509,103.961
1590,773213,191,Attention,The Weeknd,129525,6pDVjCUA3B1vg9waKutAsv,2017-01-08,us,0.671,197653.0,0.0002,0.124,148.041
1591,773214,192,Antidote,Travis Scott,129105,1wHZx0LgzFHyeIZkUydNXq,2017-01-08,us,0.713,262693.0,0.000148,0.032,131.05
1592,773215,193,Unsteady,X Ambassadors,129083,7lGKEWMXVWWTt3X71Bv44I,2017-01-08,us,0.389,193547.0,0.000732,0.0644,117.055
1593,773216,194,Let It Go,James Bay,128466,13HVjjWUZFaWilh2QUJKsP,2017-01-08,us,0.546,260533.0,1.65e-05,0.0288,147.464
1594,773217,195,Cash Machine,DRAM,128452,6GG2tkV9PRYGN5rniXPFXZ,2017-01-08,us,0.745,181154.0,0.0,0.129,143.164
1595,773218,196,Middle,DJ Snake,128255,4OZEu0Vwq0RB2LAq14v99n,2017-01-08,us,0.611,220573.0,0.0,0.0436,104.981
1596,773219,197,Versace On The Floor,Bruno Mars,127567,0kN8xEmgMW9mh7UmDYHlJP,2017-01-08,us,0.578,261240.0,0.0,0.0454,174.152
1597,773220,198,PILLOWTALK,ZAYN,127331,0PDUDa38GO8lMxLCRc4lL1,2017-01-08,us,0.584,202747.0,0.0,0.0456,124.944
1598,773221,199,Death Of A Bachelor,Panic! At The Disco,126089,1BECwm5qkaBwlbfo4kpYx8,2017-01-08,us,0.462,203507.0,0.0,0.059,139.256
1599,773222,200,DEVASTATED,Joey Bada$$,125530,4ntsD33Pgsgk8rUyZLLiUV,2017-01-08,us,0.812,207059.0,0.0,0.0682,123.004
1600,773223,1,Shape of You,Ed Sheeran,1532772,7qiZfU4dY1lWllzX7mPBI3,2017-01-09,us,0.825,233713.0,0.0,0.0802,95.977
1601,773224,2,Bad and Boujee (feat. Lil Uzi Vert),Migos,1465579,4Km5HrUvYTaSUfiSGPJeQR,2017-01-09,us,0.927,343150.0,0.0,0.244,127.076
1602,773225,3,Fake Love,Drake,1157963,343YBumqHu19cGoGARUTsd,2017-01-09,us,0.928,210937.0,0.0,0.287,134.007
1603,773226,4,Castle on the Hill,Ed Sheeran,1016935,6PCUP3dWmTjcTtXY02oFdT,2017-01-09,us,0.461,261154.0,1.14e-05,0.0989,135.007
1604,773227,5,Starboy,The Weeknd,990020,5aAx2yezTd8zXrkmtKl66Z,2017-01-09,us,0.681,230453.0,3.49e-06,0.282,186.054
1605,773228,6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,857068,3NdDpSvN911VPGivFlV5d0,2017-01-09,us,0.735,245200.0,1.3e-05,0.0585,117.973
1606,773229,7,Bounce Back,Big Sean,742043,0SGkqnVQo9KPytSri1H6cF,2017-01-09,us,0.78,222360.0,0.0,0.141,81.502
1607,773230,8,Caroline,Aminé,723028,5GFDrUTLGJix84sNhjCG0g,2017-01-09,us,0.945,209747.0,0.0,0.492,120.058
1608,773231,9,Bad Things (with Camila Cabello),Machine Gun Kelly,722266,1PSBzsahR2AKwLJgx8ehBj,2017-01-09,us,0.697,239293.0,0.0,0.146,137.853
1609,773232,10,Black Beatles,Rae Sremmurd,712886,6fujklziTHa8uoM5OQSfIo,2017-01-09,us,0.794,291893.0,0.0,0.0649,145.926
1610,773233,11,Closer,The Chainsmokers,690349,7BKLCZ1jbUBVqRi2FVlTVw,2017-01-09,us,0.748,244960.0,0.0,0.0338,95.01
1611,773234,12,I Feel It Coming,The Weeknd,662908,5GXAXm5YOmYT0kL5jHvYBt,2017-01-09,us,0.773,269187.0,0.0,0.118,92.99
1612,773235,13,Broccoli (feat. Lil Yachty),DRAM,561203,7yyRTcZmCiyzzJlNzGC9Ol,2017-01-09,us,0.886,225205.0,0.0,0.131,145.99
1613,773236,14,iSpy (feat. Lil Yachty),KYLE,545373,2EEeOnHehOozLq4aS0n6SL,2017-01-09,us,0.746,253107.0,0.0,0.289,75.016
1614,773237,15,Say You Won't Let Go,James Arthur,534732,5uCax9HTNlzGybIStD3vDh,2017-01-09,us,0.358,211467.0,0.0,0.059,85.043
1615,773238,16,Don't Wanna Know,Maroon 5,533461,5MFzQMkrl1FOOng9tq6R9r,2017-01-09,us,0.783,214480.0,0.0,0.08,100.048
1616,773239,17,X (feat. Future),21 Savage,512035,6fwdbPMwP1zVStm8FybmkO,2017-01-09,us,0.835,258880.0,0.00133,0.396,149.004
1617,773240,18,Deja Vu,J. Cole,510942,6I6NX6tjGsxFAsIfGzY9lJ,2017-01-09,us,0.657,264747.0,0.000218,0.412,174.063
1618,773241,19,24K Magic,Bruno Mars,494264,6b8Be6ljOzmkOmFslEb23P,2017-01-09,us,0.818,225983.0,0.0,0.0797,106.97
1619,773242,20,No Heart,21 Savage,490484,4gmmRb6bZJffOOiww1JGTO,2017-01-09,us,0.906,235040.0,6.44e-05,0.384,140.063
1620,773243,21,Chill Bill,Rob $tone,479332,5uDASfU19gDxSjW8cnCaBp,2017-01-09,us,0.886,177184.0,0.00099,0.145,108.034
1621,773244,22,Party Monster,The Weeknd,453953,4F7A0DXBrmUAkp32uenhZt,2017-01-09,us,0.572,249213.0,2.31e-05,0.104,77.519
1622,773245,23,"How Far I'll Go - From ""Moana""",Alessia Cara,450296,5hYTyyh2odQKphUbMqc5gN,2017-01-09,us,0.314,175517.0,0.000108,0.37,179.666
1623,773246,24,Sneakin’,Drake,431121,4ckuS4Nj4FZ7i3Def3Br8W,2017-01-09,us,0.806,251333.0,1.45e-06,0.172,85.011
1624,773247,25,One Dance,Drake,430895,1xznGGDReH1oQq0xzbwXa3,2017-01-09,us,0.791,173987.0,0.00423,0.0532,103.989
1625,773248,26,Side To Side,Ariana Grande,420588,4pLwZjInHj3SimIyN9SnOz,2017-01-09,us,0.648,226160.0,0.0,0.247,159.145
1626,773249,27,You Was Right,Lil Uzi Vert,420032,2ANLarE8yHVsLWW21nj79M,2017-01-09,us,0.843,163944.0,0.0,0.461,81.987
1627,773250,28,Call On Me - Ryan Riback Extended Remix,Starley,417006,78rIJddV4X0HkNAInEcYde,2017-01-09,us,0.67,222041.0,0.000611,0.0362,104.998
1628,773251,29,All Time Low,Jon Bellion,413520,1CnPYaKxTVb4LWOtiGOm0m,2017-01-09,us,0.617,217603.0,0.0,0.0828,90.246
1629,773252,30,In the Name of Love,Martin Garrix,404389,04DwTuZ2VBdJCCC5TROn7L,2017-01-09,us,0.49,195840.0,0.0,0.0406,133.889
1630,773253,31,Mercy,Shawn Mendes,402637,4TZy1wLyHec06pwgFYDh1a,2017-01-09,us,0.469,208733.0,0.0,0.117,147.734
1631,773254,32,All We Know,The Chainsmokers,397714,2rizacJSyD9S1IQUxUxnsK,2017-01-09,us,0.662,194080.0,0.00272,0.0307,90.0
1632,773255,33,Let Me Love You,DJ Snake,397577,4pdPtRcBmOSQDlJ3Fk945m,2017-01-09,us,0.476,205947.0,1.02e-05,0.0576,199.864
1633,773256,34,Scars To Your Beautiful,Alessia Cara,390600,0prNGof3XqfTvNDxHonvdK,2017-01-09,us,0.573,230227.0,0.0,0.129,97.085
1634,773257,35,Starving,Hailee Steinfeld,390105,1qOLh0tI7trd1zdDKxYZTe,2017-01-09,us,0.636,181880.0,0.0,0.126,99.721
1635,773258,36,Love Me Now,John Legend,386497,6nxQdXa1uAL0rY72wPZu89,2017-01-09,us,0.488,210293.0,0.0,0.0865,123.889
1636,773259,37,Swang,Rae Sremmurd,381183,6mapJIPnQ23RTAevUoE0DL,2017-01-09,us,0.681,208120.0,9.82e-06,0.0581,139.992
1637,773260,38,Heathens,Twenty One Pilots,381122,6i0V12jOa3mr6uu4WYhUBr,2017-01-09,us,0.732,195920.0,3.58e-05,0.0286,90.024
1638,773261,39,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,375574,0v9Wz8o0BT8DU38R4ddjeH,2017-01-09,us,0.652,304607.0,0.0,0.174,135.018
1639,773262,40,Just Hold On,Steve Aoki,372129,3EmmCZoqpWOTY1g2GBwJoR,2017-01-09,us,0.647,198774.0,1.5e-06,0.0824,114.991
